,Unnamed: 0,directors,actors,writers,producers,year,genres,certificates,duration,Budget,Gross US,Gross Worldwide,titles,Profits,profit-per-length,profit-per-budget,len-genres,macrogenres,MAD
234,1182,"['Jerome Robbins', 'Robert Wise']","['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn', 'Rita Moreno', 'George Chakiris', 'Simon Oakland', 'Ned Glass', 'William Bramley', 'Tucker Smith', 'Tony Mordente']","['Ernest Lehman', 'Arthur Laurents', 'Jerome Robbins']",[],2018,Crime  Drama," Not Rated
",153.0,6000000.0,44055492.0,44061777.0,West Side Story 2018 Re-release,38061777.0,248769.7843137255,6.3436295,2,Crime,2.427369325646852
235,1184,['Peter Yates'],"['Ken Marshall', 'Lysette Anthony', 'Freddie Jones', 'Francesca Annis', 'Alun Armstrong', 'David Battley', 'Bernard Bresslaw', 'Liam Neeson', 'John Welsh', 'Graham McGrath']",['Stanford Sherman'],['Ron Silverman'],2018,Action  Adventure," PG
",116.0,47000000.0,16916617.0,16916617.0,Krull 2018 Re-release,-30083383.0,-259339.50862068965,-0.6400719787234043,2,Action,-0.672902294309823
236,1192,['Christopher Nolan'],"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy']","['Jonathan Nolan', 'Christopher Nolan', 'David S. Goyer', 'Bob Kane']","['Christopher Nolan', 'Lorne Orleans', 'Charles Roven', 'Emma Thomas']",2018,Action  Crime," PG-13
",152.0,185000000.0,535234033.0,1004934033.0,The Dark Knight 2018 Re-release,819934033.0,5394302.84868421,4.4320758540540535,2,Action,1.5787741305907423
238,1239,['Penny Marshall'],"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia', 'John Heard', 'Jared Rushton', 'David Moscow', 'Jon Lovitz', 'Mercedes Ruehl', 'Josh Clark', 'Kimberlee M. Davis']","['Gary Ross', 'Anne Spielberg']","['James L. Brooks', 'Robert Greenhut']",2018,Comedy  Drama," PG
",104.0,18000000.0,114968774.0,151668774.0,Big 2018 Re-release,133668774.0,1285276.673076923,7.426042999999999,2,Comedy,2.9078846892161145
239,1248,['Richard Donner'],"['Marlon Brando', 'Gene Hackman', 'Christopher Reeve', 'Ned Beatty', 'Jackie Cooper', 'Glenn Ford', 'Trevor Howard', 'Margot Kidder', ""Jack O'Halloran"", 'Valerie Perrine']","['Jerry Siegel', 'Joe Shuster', 'Mario Puzo', 'David Newman']",['Pierre Spengler'],2018,Action  Adventure," PG
",143.0,55000000.0,134451603.0,300451603.0,Superman 2018 Re-release,245451603.0,1716444.7762237762,4.462756418181818,2,Action,1.592394140343358
241,1277,['Rob Reiner'],"['Woody Harrelson', 'James Marsden', 'Rob Reiner', 'Tommy Lee Jones', 'Jessica Biel', 'Milla Jovovich', 'Richard Schiff', 'Luke Tennie', 'Terence Rosemore', 'Margo Moorer']",['Joey Hartstone'],"['Elizabeth A. Bell', 'Matthew George', 'Michele Reiner', 'Rob Reiner']",2018,Biography  Drama," R
",90.0,18000000.0,77980.0,182415.0,Shock and Awe,-17817585.0,-197973.16666666663,-0.9898658333333332,2,Biography,-0.8281861310526055
242,1300,['Frank Capra'],"['Jean Arthur', 'James Stewart', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'H.B. Warner', 'Harry Carey']","['Sidney Buchman', 'Lewis R. Foster']",[],2018,Comedy  Drama," Not Rated
",129.0,1900000.0,144738.0,144738.0,Mr. Smith Goes to Washington 2018 Re-release,-1755262.0,-13606.682170542637,-0.923822105263158,2,Comedy,-0.7988673670080793
243,1314,['David Yates'],"['Daniel Radcliffe', 'Michael Gambon', 'Dave Legeno', 'Elarica Johnson', 'Jim Broadbent', 'Geraldine Somerville', 'Bonnie Wright', 'Julie Walters', 'Rupert Grint', 'Emma Watson']","['Steve Kloves', 'J.K. Rowling']","['David Barron', 'David Heyman']",2018,Action  Adventure," PG
",153.0,250000000.0,302305431.0,934326396.0,Harry Potter and the Half-Blood Prince 2018 Re-release,684326396.0,4472721.54248366,2.7373055839999996,2,Action,0.8264154871689806
246,1376,['Patrick Magee'],"['Casey Gagliardi', 'Andrew Joseph Montgomery', 'Jameson Pazak', 'Marshal Hilton', 'Jim Roof', 'Blake Johnson', 'Brandon Gibson', 'Terry Peay', 'Tim Martin', 'Trevor Wright']","['Jay Lee', 'Patrick Magee']","['Angela Lee', 'Patrick Magee']",2018,Action  Adventure," R
",106.0,18000000.0,21497.0,73383.0,Primal Rage: The Legend of Konga,-17926617.0,-169119.0283018868,-0.9959231666666668,2,Action,-0.8308751604567353
247,1407,['David A. Armstrong'],"['Justin Chatwin', 'Peter Stormare', 'Mark Thompson', 'Robin Thomas', 'Yancy Butler', 'Elizabeth Anweis', 'Rich Grosso', 'Dontez James', 'Christopher Mele', ""Matt O'Shea""]","['Edward Lee Cornett', 'Valerie Grant']","['David A. Armstrong', 'William K. Baker']",2018,Action  Crime," TV-MA
",95.0,18000000.0,11218.0,53940.0,The Assassin's Code,-17946060.0,-188905.8947368421,-0.9970033333333334,2,Action,-0.8313546783845408
248,1413,['Barbara Loden'],"['Barbara Loden', 'Michael Higgins', 'Dorothy Shupenes', 'Peter Shupenes', 'Jerome Thier', 'Marian Thier', 'Anthony Rotell', 'M.L. Kennedy', 'Gerald Grippo', 'Milton Gittleman']",['Barbara Loden'],['Harry Shuster'],2018,Crime  Drama," GP
",102.0,115000.0,51713.0,108522.0,Wanda 2018 Re-release,-6478.0,-63.50980392156863,-0.0563304347826087,2,Crime,-0.41376215958571416
249,1512,['Edgar G. Ulmer'],"['Tom Neal', 'Ann Savage', 'Claudia Drake', 'Edmund MacDonald', 'Tim Ryan', 'Esther Howard', 'Pat Gleason', 'Don Brodie', 'Roger Clark', 'Eddie Hall']",['Martin Goldsmith'],['Leon Fromkess'],2018,Crime  Drama," Passed
",68.0,30000.0,16172.0,16172.0,Detour,-13828.0,-203.35294117647058,-0.4609333333333333,2,Crime,-0.593377351837362
250,1552,['R. Scott Leisk'],"['Troy Osterberg', 'Kimmy Caruso', 'Riker Lynch', 'Reece Everett Ryan', 'Alexa Dowd', 'Jesse Borrego', 'P.G. Marlar', 'Lori Crow', 'Paul Matthew Lopez', 'Valeria Jauregui']","['R. Scott Leisk', 'Stephen Allen Gutierrez', 'Aaron Lee Lopez']","['Jesse Borrego', 'Stephen Allen Gutierrez', 'R. Scott Leisk', 'Aaron Lee Lopez']",2018,Comedy  Drama," TV-14
",98.0,250000.0,8331.0,11201.0,Colossal Youth,-238799.0,-2436.7244897959185,-0.9551959999999999,2,Comedy,-0.812795166722382
251,1556,['Laurie Collyer'],"['Melissa Leo', 'Tessa Thompson', 'Edgar Ramírez', 'Erik Griffin', 'Drena De Niro', 'La La Anthony', 'Damien Lemon', 'Suzanne Shepherd', 'Michael Chernus', 'Dolly Wells']",['Barry Strugatz'],"['Jen Gatien', 'Melissa Leo']",2018,Comedy  Drama," R
",83.0,3000000.0,8472.0,8472.0,Furlough,-2991528.0,-36042.50602409639,-0.9971760000000001,2,Comedy,-0.8314313302242579
252,1562,['Nathaniel Lezra'],"['Andrew Asper', 'Jared Brown', 'Bryan Michael Nunez', 'Timothy Lee DePriest', 'Kodi Saint Angelo', 'Caroline Ivari', 'David Meza', 'Rufino Romero', 'Christian Vunipola', 'Daron McFarland']",['Nathaniel Lezra'],[],2018,Crime  Drama," Not Rated
",82.0,60000.0,7072.0,7072.0,In Echo Park,-52928.0,-645.4634146341464,-0.8821333333333333,2,Crime,-0.7803604882592317
253,1614,['Rian Johnson'],"['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Andy Serkis', ""Lupita Nyong'o"", 'Domhnall Gleeson', 'Anthony Daniels']","['Rian Johnson', 'George Lucas']","['Ram Bergman', 'Leifur B. Dagfinnsson', 'Kathleen Kennedy']",2017,Action  Adventure," PG-13
",152.0,317000000.0,620181382.0,1332539889.0,Star Wars: Episode VIII - The Last Jedi,1015539889.0,6681183.480263158,3.2035958643533125,2,Action,1.0334155325239078
254,1616,['F. Gary Gray'],"['Vin Diesel', 'Jason Statham', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'Charlize Theron', 'Kurt Russell', 'Nathalie Emmanuel', 'Luke Evans']","['Gary Scott Thompson', 'Chris Morgan']","['Vin Diesel', 'Michael Fottrell', 'Chris Morgan', 'Neal H. Moritz']",2017,Action  Adventure," PG-13
",136.0,250000000.0,226008385.0,1236005118.0,The Fate of the Furious,986005118.0,7250037.632352942,3.944020472,2,Action,1.3621119129173311
257,1619,['Jon Watts'],"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.', 'Marisa Tomei', 'Jon Favreau', 'Gwyneth Paltrow', 'Zendaya', 'Donald Glover', 'Jacob Batalon', 'Laura Harrier']","['Jonathan Goldstein', 'John Francis Daley', 'Jon Watts', 'Christopher Ford']","['Kevin Feige', 'Amy Pascal']",2017,Action  Adventure," PG-13
",133.0,175000000.0,334201140.0,880166924.0,Spider-Man: Homecoming,705166924.0,5302006.947368422,4.02952528,2,Action,1.4000700258778955
259,1621,['James Gunn'],"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Michael Rooker', 'Karen Gillan', 'Pom Klementieff', 'Sylvester Stallone', 'Kurt Russell']","['James Gunn', 'Dan Abnett', 'Andy Lanning', 'Steve Englehart']",['Kevin Feige'],2017,Action  Adventure," PG-13
",136.0,200000000.0,389813101.0,863756051.0,Guardians of the Galaxy Vol. 2,663756051.0,4880559.198529412,3.318780255,2,Action,1.0845492899549607
260,1622,['Taika Waititi'],"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Idris Elba', 'Jeff Goldblum', 'Tessa Thompson', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins', 'Benedict Cumberbatch']","['Eric Pearson', 'Craig Kyle', 'Christopher L. Yost', 'Stan Lee']",['Kevin Feige'],2017,Action  Adventure," PG-13
",130.0,180000000.0,315058289.0,853977126.0,Thor: Ragnarok,673977126.0,5184439.430769231,3.7443173666666665,2,Action,1.2734577985098912
261,1623,['Patty Jenkins'],"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis']","['Allan Heinberg', 'Zack Snyder', 'Jason Fuchs', 'William Moulton Marston']","['Charles Roven', 'Deborah Snyder', 'Zack Snyder', 'Richard Suckle']",2017,Action  Adventure," PG-13
",141.0,149000000.0,412563408.0,821847012.0,Wonder Woman,672847012.0,4771964.624113475,4.5157517583892615,2,Action,1.6159203391271468
262,1624,['Lee Unkrich'],"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renee Victor', 'Jaime Camil', 'Alfonso Arau', 'Herbert Siguenza', 'Gabriel Iglesias', 'Lombardo Boyar']","['Lee Unkrich', 'Jason Katz', 'Matthew Aldrich', 'Adrian Molina']",['Darla K. Anderson'],2017,Animation  Adventure," PG
",105.0,175000000.0,209726015.0,807082196.0,Coco,632082196.0,6019830.438095237,3.611898262857143,2,Animation,1.2146730422124605
263,1625,"['Joachim Rønning', 'Espen Sandberg']","['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites', 'Kaya Scodelario', 'Kevin McNally', 'Golshifteh Farahani', 'David Wenham', 'Stephen Graham', 'Angus Barnett']","['Jeff Nathanson', 'Terry Rossio', 'Ted Elliott', 'Stuart Beattie', 'Jay Wolpert']",['Jerry Bruckheimer'],2017,Action  Adventure," PG-13
",129.0,230000000.0,172558876.0,794861794.0,Pirates of the Caribbean: Dead Men Tell No Tales,564861794.0,4378773.5968992235,2.4559208434782605,2,Action,0.7015004792772219
264,1627,['Zack Snyder'],"['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Gal Gadot', 'Ezra Miller', 'Jason Momoa', 'Ray Fisher', 'Jeremy Irons', 'Diane Lane', 'Connie Nielsen']","['Jerry Siegel', 'Joe Shuster', 'Chris Terrio', 'Zack Snyder']","['Jon Berg', 'Geoff Johns', 'Charles Roven', 'Deborah Snyder']",2017,Action  Adventure," PG-13
",120.0,300000000.0,229024295.0,657924295.0,Justice League,357924295.0,2982702.458333333,1.1930809833333331,2,Action,0.14088851857339044
266,1629,['Michael Bay'],"['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel', 'Laura Haddock', 'Santiago Cabrera', 'Isabela Merced', 'Jerrod Carmichael', 'Stanley Tucci', 'Liam Garrigan', 'Martin McCreadie']","['Art Marcum', 'Matt Holloway', 'Ken Nolan', 'Akiva Goldsman']","['Ian Bryce', 'Tom DeSanto', 'Lorenzo di Bonaventura', 'Don Murphy']",2017,Action  Adventure," PG-13
",154.0,217000000.0,130168683.0,605425157.0,Transformers: The Last Knight,388425157.0,2522241.27922078,1.7899776820276498,2,Action,0.405868615538545
267,1630,['Jordan Vogt-Roberts'],"['Tom Hiddleston', 'Samuel L. Jackson', 'Brie Larson', 'John C. Reilly', 'John Goodman', 'Corey Hawkins', 'John Ortiz', 'Tian Jing', 'Toby Kebbell', 'Jason Mitchell']","['Dan Gilroy', 'Max Borenstein', 'Derek Connolly', 'John Gatins']","['Alex Garcia', 'Jon Jashni', 'Mary Parent', 'Thomas Tull']",2017,Action  Adventure," PG-13
",118.0,185000000.0,168052812.0,566652812.0,Kong: Skull Island,381652812.0,3234345.86440678,2.062988172972973,2,Action,0.5270660463861969
268,1631,['Tom McGrath'],"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel', 'Lisa Kudrow', 'Tobey Maguire', 'Miles Bakshi', 'James McGrath', 'Conrad Vernon', 'ViviAnn Yee', 'Eric Bell Jr.']","['Michael McCullers', 'Marla Frazee']",['Ramsey Ann Naito'],2017,Animation  Adventure," PG
",97.0,125000000.0,175003033.0,527965936.0,The Boss Baby,402965936.0,4154288.0,3.223727488,2,Animation,1.0423525556262878
270,1633,['Matt Reeves'],"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval', 'Amiah Miller', 'Terry Notary', 'Ty Olsson', 'Michael Adamthwaite', 'Toby Kebbell', 'Gabriel Chavarria']","['Mark Bomback', 'Matt Reeves', 'Rick Jaffa', 'Amanda Silver']","['Peter Chernin', 'Dylan Clark', 'Rick Jaffa', 'Amanda Silver']",2017,Action  Adventure," PG-13
",140.0,150000000.0,146880162.0,490719763.0,War for the Planet of the Apes,340719763.0,2433712.592857143,2.271465086666667,2,Action,0.6196151137983485
271,1634,['Michael Gracey'],"['Hugh Jackman', 'Michelle Williams', 'Zac Efron', 'Zendaya', 'Rebecca Ferguson', 'Austyn Johnson', 'Cameron Seely', 'Keala Settle', 'Sam Humphrey', 'Yahya Abdul-Mateen II']","['Jenny Bicks', 'Bill Condon']","['Peter Chernin', 'Laurence Mark', 'Jenno Topping']",2017,Biography  Drama," PG
",105.0,84000000.0,174340174.0,434993183.0,The Greatest Showman,350993183.0,3342792.2190476186,4.178490273809524,2,Biography,1.4661999920687059
272,1635,['Matthew Vaughn'],"['Taron Egerton', 'Edward Holcroft', 'Gordon Alexander', 'Mark Strong', 'Hanna Alström', 'Calvin Demba', 'Thomas Turgoose', 'Tobi Bakare', 'Julianne Moore', 'Keith Allen']","['Jane Goldman', 'Matthew Vaughn', 'Mark Millar', 'Dave Gibbons']","['Adam Bohling', 'David Reid', 'Matthew Vaughn']",2017,Action  Adventure," R
",141.0,104000000.0,100234838.0,410902662.0,Kingsman: The Golden Circle,306902662.0,2176614.624113475,2.9509871346153846,2,Action,0.9212750468307879
273,1636,['Alex Kurtzman'],"['Tom Cruise', 'Russell Crowe', 'Annabelle Wallis', 'Sofia Boutella', 'Jake Johnson', 'Courtney B. Vance', 'Marwan Kenzari', 'Simon Atherton', 'Stephen Thompson', 'James Arama']","['David Koepp', 'Christopher McQuarrie', 'Dylan Kussman', 'Jon Spaihts']","['Sarah Bradshaw', 'Sean Daniel', 'Genevieve Hofmeyr', 'Alex Kurtzman', 'Chris Morgan']",2017,Action  Adventure," PG-13
",110.0,125000000.0,80227895.0,409231607.0,The Mummy,284231607.0,2583923.7,2.273852856,2,Action,0.6206751152204725
274,1637,['Brian Fee'],"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion', 'Larry the Cable Guy', 'Armie Hammer', 'Ray Magliozzi', 'Tony Shalhoub', 'Bonnie Hunt', 'Lea DeLaria']","['Brian Fee', 'Ben Queen', 'Eyal Podell', 'Jonathon E. Stewart']",['Kevin Reher'],2017,Animation  Adventure," G
",102.0,175000000.0,152901115.0,383930656.0,Cars 3,208930656.0,2048339.7647058824,1.1938894628571428,2,Animation,0.14124742654370095
275,1639,['Kenneth Branagh'],"['Paapa Essiedu', 'Yassine Zeroual', ""Asan N'Jie"", 'Michael Rouse', 'Kenneth Branagh', 'Elliot Levey', 'David Annen', 'Joseph Long', 'Andy Apollo', 'Hadley Fraser']","['Michael Green', 'Agatha Christie']","['Kenneth Branagh', 'Mark Gordon', 'Judy Hofflund', 'Simon Kinberg']",2017,Crime  Drama," PG-13
",114.0,55000000.0,102826543.0,352789811.0,Murder on the Orient Express,297789811.0,2612191.324561404,5.4143602,2,Crime,2.0148392014907377
276,1640,['D.J. Caruso'],"['Vin Diesel', 'Donnie Yen', 'Deepika Padukone', 'Kris Wu', 'Ruby Rose', 'Tony Jaa', 'Nina Dobrev', 'Rory McCann', 'Toni Collette', 'Samuel L. Jackson']","['Rich Wilkes', 'F. Scott Frazier']","['Vin Diesel', 'Jeff Kirschenbaum', 'Joe Roth', 'Samantha Vincent']",2017,Action  Adventure," PG-13
",107.0,85000000.0,44898413.0,346118277.0,xXx: Return of Xander Cage,261118277.0,2440357.7289719633,3.071979729411765,2,Action,0.9749872378536929
277,1645,['Carlos Saldanha'],"['Jack Gore', 'Jet Jurgensmeyer', 'Nile Diaz', 'Colin H. Murphy', 'Carlos Saldanha', 'Jeremy Sisto', 'Bobby Cannavale', 'Raúl Esparza', 'Luis Carlos de La Lombana', 'Juanes']","['Robert L. Baird', 'Tim Federle', 'Brad Copeland', 'Ron Burch']","['Bruce Anderson', 'John Davis', 'Lori Forte', 'Lisa Marie Stetler']",2017,Animation  Adventure," PG
",108.0,111000000.0,84410380.0,296069199.0,Ferdinand,185069199.0,1713603.6944444443,1.6672900810810811,2,Animation,0.3514039611580507
279,1648,['Stanley Tong'],"['Jackie Chan', 'Yixing Zhang', 'Miya Muqi', 'Disha Patani', 'Aarif Rahman', 'Amyra Dastur', 'Sonu Sood', 'Paul Philip Clark', 'Yuxian Shang', 'Jiang Wen']",['Stanley Tong'],"['Jackie Chan', 'Jianhong Qi', 'Jonathan Shen', 'Barbie Tung', 'Wei Wang']",2017,Action  Adventure," Not Rated
",107.0,65000000.0,362657.0,257743016.0,Kung Fu Yoga,192743016.0,1801336.598130841,2.9652771692307693,2,Action,0.9276188158050558
280,1655,['Edgar Wright'],"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza González', 'Micah Howard', 'Lily James', 'Morgan Brown', 'Kevin Spacey', 'Morse Diggs', 'CJ Jones']",['Edgar Wright'],"['Tim Bevan', 'Eric Fellner', 'Nira Park']",2017,Action  Crime," R
",113.0,34000000.0,107825862.0,226945087.0,Baby Driver,192945087.0,1707478.646017699,5.6748555,2,Action,2.1304807689578693
281,1656,['Luc Besson'],"['Dane DeHaan', 'Cara Delevingne', 'Clive Owen', 'Rihanna', 'Ethan Hawke', 'Herbie Hancock', 'Kris Wu', 'Sam Spruell', 'Alain Chabat', 'Rutger Hauer']","['Pierre Christin', 'Jean-Claude Mézières', 'Luc Besson']","['Luc Besson', 'Virginie Besson-Silla']",2017,Action  Adventure," PG-13
",137.0,177200000.0,41189488.0,225874228.0,Valerian and the City of a Thousand Planets,48674228.0,355286.33576642344,0.27468525959367945,2,Action,-0.26681450350940494
282,1658,['Tony Leondis'],"['T.J. Miller', 'James Corden', 'Anna Faris', 'Maya Rudolph', 'Steven Wright', 'Jennifer Coolidge', 'Patrick Stewart', 'Christina Aguilera', 'Sofía Vergara', 'Rachael Ray']","['Tony Leondis', 'Eric Siegel', 'Mike White', 'John Hoffman']",['Michelle Raimo'],2017,Animation  Adventure," PG
",86.0,50000000.0,86089513.0,217776646.0,The Emoji Movie,167776646.0,1950891.23255814,3.35553292,2,Animation,1.1008648848589546
283,1660,['Kelly Asbury'],"['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello', 'Jack McBrayer', 'Danny Pudi', 'Mandy Patinkin', 'Dee Bradley Baker', 'Frank Welker', 'Michelle Rodriguez', 'Ellie Kemper']","['Stacey Harman', 'Pamela Ribon', 'Peyo']","['Mary Ellen Bauder', 'Jordan Kerner']",2017,Animation  Adventure," PG
",90.0,60000000.0,45020282.0,197183546.0,Smurfs: The Lost Village,137183546.0,1524261.6222222222,2.2863924333333334,2,Animation,0.626241804439825
284,1665,['Steven Spielberg'],"['Meryl Streep', 'Tom Hanks', 'Sarah Paulson', 'Bob Odenkirk', 'Tracy Letts', 'Bradley Whitford', 'Bruce Greenwood', 'Matthew Rhys', 'Alison Brie', 'Carrie Coon']","['Liz Hannah', 'Josh Singer']","['Kristie Macosko Krieger', 'Amy Pascal', 'Steven Spielberg']",2017,Biography  Drama," PG-13
",116.0,50000000.0,81903458.0,179769457.0,The Post,129769457.0,1118702.2155172413,2.59538914,2,Biography,0.7634145806899717
285,1667,['Chad Stahelski'],"['Keanu Reeves', 'Riccardo Scamarcio', 'Ian McShane', 'Ruby Rose', 'Common', 'Claudia Gerini', 'Lance Reddick', 'Laurence Fishburne', 'Tobias Segal', 'John Leguizamo']",['Derek Kolstad'],"['Basil Iwanyk', 'Erica Lee']",2017,Action  Crime," R
",122.0,40000000.0,92029184.0,171539887.0,John Wick: Chapter 2,131539887.0,1078195.7950819673,3.288497175,2,Action,1.0711057351617166
287,1671,['Joe Wright'],"['Gary Oldman', 'Kristin Scott Thomas', 'Ben Mendelsohn', 'Lily James', 'Ronald Pickup', 'Stephen Dillane', 'Nicholas Jones', 'Samuel West', 'David Schofield', 'Richard Lumsden']",['Anthony McCarten'],"['Tim Bevan', 'Lisa Bruce', 'Eric Fellner', 'Anthony McCarten', 'Douglas Urbanski']",2017,Biography  Drama," PG-13
",125.0,30000000.0,56468410.0,150847207.0,Darkest Hour,120847207.0,966777.656,4.028240233333333,2,Biography,1.3994995556590406
288,1672,['Guy Ritchie'],"['Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law', 'Djimon Hounsou', 'Eric Bana', 'Aidan Gillen', 'Freddie Fox', 'Craig McGinlay', 'Tom Wu', 'Kingsley Ben-Adir']","['Joby Harold', 'Guy Ritchie', 'Lionel Wigram', 'David Dobkin']","['Steve Clark-Hall', 'Akiva Goldsman', 'Joby Harold', 'Guy Ritchie']",2017,Action  Adventure," PG-13
",126.0,175000000.0,39175066.0,148675066.0,King Arthur: Legend of the Sword,-26324934.0,-208928.04761904766,-0.15042819428571427,2,Action,-0.45553493784345744
289,1674,['Dean Israelite'],"['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler', 'Ludi Lin', 'Becky G', 'Elizabeth Banks', 'Bryan Cranston', 'Bill Hader', 'Matt Shively', 'Cody Kearsley']","['John Gatins', 'Matt Sazama', 'Burk Sharpless', 'Michele Mulroney']","['Marty Bowen', 'Brian Casentini', 'Wyck Godfrey', 'Haim Saban']",2017,Action  Adventure," PG-13
",124.0,100000000.0,85364450.0,142337240.0,Power Rangers,42337240.0,341429.3548387097,0.42337240000000004,2,Action,-0.20080788466141652
290,1683,['Nikolaj Arcel'],"['Matthew McConaughey', 'Idris Elba', 'Tom Taylor', 'Dennis Haysbert', 'Ben Gavin', 'Claudia Kim', 'Jackie Earle Haley', 'Fran Kranz', 'Abbey Lee', 'Katheryn Winnick']","['Akiva Goldsman', 'Jeff Pinkner', 'Anders Thomas Jensen', 'Nikolaj Arcel', 'Stephen King']","['Akiva Goldsman', 'Genevieve Hofmeyr', 'Ron Howard', 'Erica Huggins']",2017,Action  Adventure," PG-13
",95.0,60000000.0,50701325.0,113231078.0,The Dark Tower,53231078.0,560327.1368421053,0.8871846333333333,2,Action,0.005092082336443676
291,1691,['Ali Abbas Zafar'],"['Salman Khan', 'Anupriya Goenka', 'Katrina Kaif', 'Sajjad Delafrooz', 'Danish Bhatt', 'Paresh Rawal', 'Nawab Shah', 'Angad Bedi', 'Kumud Mishra', 'Vibhoutee Sharma']","['Neelesh Misra', 'Ali Abbas Zafar', 'Aditya Chopra']",['Aditya Chopra'],2017,Action  Adventure," Not Rated
",161.0,20470000.0,5560921.0,87320000.0,Tiger Zinda Hai,66850000.0,415217.39130434784,3.265754763067904,2,Action,1.0610097059289023
